year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,win
2002,"Sydney, Australia",2002-01-07,WS,Outdoor: Hard,Draw: 32,175,13.0,"$48,850",W,Juan Ignacio Chela (ARG),67,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=338&y=2002&r=7&p=F324,Sydney,F,53,Roger Federer,Roger Federer,Switzerland,7.0,0.0,29.0,48.0,23.0,29.0,15.0,19.0,0.0,0.0,9.0,8.0,30.0,10.0,17.0,3.0,3.0,9.0,38.0,48.0,18.0,47.0,56.0,95.0,Juan Ignacio Chela,Argentina,2.0,4.0,30.0,47.0,22.0,30.0,7.0,17.0,0.0,3.0,9.0,6.0,29.0,4.0,19.0,0.0,0.0,9.0,29.0,47.0,10.0,48.0,39.0,95.0,True
2003,"Tennis Masters Cup, Houston, TX, USA",2003-11-10,WC,Outdoor: Hard,Draw: 8,750,3.0,"$1,520,000",RR,Andre Agassi (USA),5,"W 6-7(3), 6-3, 7-6(7)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2003&r=-7&p=F324,Tennis Masters Cup,RR,146,Roger Federer,Roger Federer,Switzerland,20.0,6.0,66.0,124.0,49.0,66.0,24.0,58.0,6.0,9.0,16.0,25.0,70.0,23.0,47.0,5.0,10.0,17.0,73.0,124.0,48.0,117.0,121.0,241.0,Andre Agassi,United States,4.0,4.0,70.0,117.0,45.0,70.0,24.0,47.0,5.0,10.0,17.0,17.0,66.0,34.0,58.0,3.0,9.0,16.0,69.0,117.0,51.0,124.0,120.0,241.0,True
2003,"Tennis Masters Cup, Houston, TX, USA",2003-11-10,WC,Outdoor: Hard,Draw: 8,750,3.0,"$1,520,000",RR,David Nalbandian (ARG),8,"W 6-3, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2003&r=-5&p=F324,Tennis Masters Cup,RR,71,Roger Federer,Roger Federer,Switzerland,2.0,3.0,25.0,51.0,21.0,25.0,13.0,26.0,3.0,4.0,8.0,13.0,27.0,17.0,28.0,5.0,11.0,7.0,34.0,51.0,30.0,55.0,64.0,106.0,David Nalbandian,Argentina,1.0,6.0,27.0,55.0,14.0,27.0,11.0,28.0,6.0,11.0,7.0,4.0,25.0,13.0,26.0,1.0,4.0,8.0,25.0,55.0,17.0,51.0,42.0,106.0,True
2003,"Tennis Masters Cup, Houston, TX, USA",2003-11-10,WC,Outdoor: Hard,Draw: 8,750,3.0,"$1,520,000",RR,Juan Carlos Ferrero (ESP),2,"W 6-3, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2003&r=-3&p=F324,Tennis Masters Cup,RR,54,Roger Federer,Roger Federer,Switzerland,6.0,1.0,28.0,49.0,22.0,28.0,14.0,21.0,3.0,3.0,8.0,11.0,27.0,16.0,26.0,4.0,7.0,8.0,36.0,49.0,27.0,53.0,63.0,102.0,Juan Carlos Ferrero,Spain,5.0,7.0,27.0,53.0,16.0,27.0,10.0,26.0,3.0,7.0,8.0,6.0,28.0,7.0,21.0,0.0,3.0,8.0,26.0,53.0,13.0,49.0,39.0,102.0,True
2003,"Tennis Masters Cup, Houston, TX, USA",2003-11-10,WC,Outdoor: Hard,Draw: 8,750,3.0,"$1,520,000",S,Andy Roddick (USA),1,"W 7-6(2), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2003&r=6&p=F324,Tennis Masters Cup,S,62,Roger Federer,Roger Federer,Switzerland,12.0,2.0,31.0,56.0,27.0,31.0,19.0,25.0,0.0,0.0,10.0,12.0,46.0,11.0,17.0,2.0,2.0,10.0,46.0,56.0,23.0,63.0,69.0,119.0,Andy Roddick,United States,5.0,1.0,46.0,63.0,34.0,46.0,6.0,17.0,0.0,2.0,10.0,4.0,31.0,6.0,25.0,0.0,0.0,10.0,40.0,63.0,10.0,56.0,50.0,119.0,True
2003,"Tennis Masters Cup, Houston, TX, USA",2003-11-10,WC,Outdoor: Hard,Draw: 8,750,3.0,"$1,520,000",W,Andre Agassi (USA),5,"W 6-3, 6-0, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2003&r=7&p=F324,Tennis Masters Cup,F,96,Roger Federer,Roger Federer,Switzerland,11.0,5.0,36.0,70.0,30.0,36.0,23.0,34.0,5.0,7.0,12.0,20.0,47.0,14.0,27.0,0.0,0.0,13.0,53.0,70.0,34.0,74.0,87.0,144.0,Andre Agassi,United States,1.0,4.0,47.0,74.0,27.0,47.0,13.0,27.0,0.0,0.0,13.0,6.0,36.0,11.0,34.0,2.0,7.0,12.0,40.0,74.0,17.0,70.0,57.0,144.0,True
2003,"ATP Masters Series Paris, France",2003-10-27,SU,Indoor: Carpet,Draw: 48,125,3.0,"$56,600",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2003&r=2&p=F324,ATP Masters Series Paris,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,True
2003,"ATP Masters Series Paris, France",2003-10-27,SU,Indoor: Carpet,Draw: 48,125,3.0,"$56,600",R32,Thierry Ascione (FRA),106,"W 7-6(5), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2003&r=3&p=F324,ATP Masters Series Paris,R32,60,Roger Federer,Roger Federer,Switzerland,6.0,2.0,38.0,61.0,27.0,38.0,18.0,23.0,0.0,0.0,10.0,9.0,32.0,9.0,19.0,2.0,2.0,9.0,45.0,61.0,18.0,51.0,63.0,112.0,Thierry Ascione,France,1.0,0.0,32.0,51.0,23.0,32.0,10.0,19.0,0.0,2.0,9.0,11.0,38.0,5.0,23.0,0.0,0.0,10.0,33.0,51.0,16.0,61.0,49.0,112.0,True
2003,"ATP Masters Series Paris, France",2003-10-27,SU,Indoor: Carpet,Draw: 48,125,3.0,"$56,600",R16,Martin Verkerk (NED),16,"W 6-7(3), 7-6(12), 7-6(6)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2003&r=4&p=F324,ATP Masters Series Paris,R16,146,Roger Federer,Roger Federer,Switzerland,16.0,3.0,71.0,113.0,64.0,71.0,26.0,42.0,0.0,1.0,18.0,8.0,72.0,28.0,57.0,1.0,4.0,18.0,90.0,113.0,36.0,129.0,126.0,242.0,Martin Verkerk,Netherlands,24.0,12.0,72.0,129.0,64.0,72.0,29.0,57.0,3.0,4.0,18.0,7.0,71.0,16.0,42.0,1.0,1.0,18.0,93.0,129.0,23.0,113.0,116.0,242.0,True
2003,"ATP Masters Series Paris, France",2003-10-27,SU,Indoor: Carpet,Draw: 48,125,3.0,"$56,600",Q,Tim Henman (GBR),31,"L 6-7(5), 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2003&r=5&p=F324,ATP Masters Series Paris,Q,79,Tim Henman,Roger Federer,Switzerland,3.0,2.0,30.0,54.0,22.0,30.0,11.0,24.0,0.0,2.0,9.0,8.0,37.0,13.0,31.0,0.0,2.0,10.0,33.0,54.0,21.0,68.0,54.0,122.0,Tim Henman,Great Britain,4.0,3.0,37.0,68.0,29.0,37.0,18.0,31.0,2.0,2.0,10.0,8.0,30.0,13.0,24.0,2.0,2.0,9.0,47.0,68.0,21.0,54.0,68.0,122.0,False
2003,"Basel, Switzerland",2003-10-20,WS,Indoor: Carpet,Draw: 32,25,3.0,"$17,000",R32,Marc Rosset (SUI),117,"W 6-1, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2003&r=3&p=F324,Basel,R32,57,Roger Federer,Roger Federer,Switzerland,3.0,2.0,27.0,49.0,21.0,27.0,13.0,22.0,1.0,1.0,8.0,9.0,27.0,15.0,23.0,4.0,8.0,8.0,34.0,49.0,24.0,50.0,58.0,99.0,Marc Rosset,Switzerland,2.0,7.0,27.0,50.0,18.0,27.0,8.0,23.0,4.0,8.0,8.0,6.0,27.0,9.0,22.0,0.0,1.0,8.0,26.0,50.0,15.0,49.0,41.0,99.0,True
2003,"Basel, Switzerland",2003-10-20,WS,Indoor: Carpet,Draw: 32,25,3.0,"$17,000",R16,Ivan Ljubicic (CRO),47,"L 6-7(5), 7-6(5), 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2003&r=4&p=F324,Basel,R16,143,Ivan Ljubicic,Roger Federer,Switzerland,10.0,3.0,87.0,125.0,58.0,87.0,26.0,38.0,5.0,7.0,17.0,13.0,69.0,21.0,47.0,1.0,6.0,17.0,84.0,125.0,34.0,116.0,118.0,241.0,Ivan Ljubicic,Croatia,27.0,0.0,69.0,116.0,56.0,69.0,26.0,47.0,5.0,6.0,17.0,29.0,87.0,12.0,38.0,2.0,7.0,17.0,82.0,116.0,41.0,125.0,123.0,241.0,False
2003,"ATP Masters Series Madrid, Spain",2003-10-13,SU,Indoor: Hard,Draw: 48,225,3.0,"$112,500",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2003&r=2&p=F324,ATP Masters Series Madrid,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,True
2003,"ATP Masters Series Madrid, Spain",2003-10-13,SU,Indoor: Hard,Draw: 48,225,3.0,"$112,500",R32,Alex Corretja (ESP),127,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2003&r=3&p=F324,ATP Masters Series Madrid,R32,70,Roger Federer,Roger Federer,Switzerland,5.0,2.0,34.0,50.0,28.0,34.0,11.0,16.0,0.0,1.0,10.0,12.0,35.0,13.0,25.0,3.0,8.0,9.0,39.0,50.0,25.0,60.0,64.0,110.0,Alex Corretja,Spain,4.0,3.0,35.0,60.0,23.0,35.0,12.0,25.0,5.0,8.0,9.0,6.0,34.0,5.0,16.0,1.0,1.0,10.0,35.0,60.0,11.0,50.0,46.0,110.0,True
2003,"ATP Masters Series Madrid, Spain",2003-10-13,SU,Indoor: Hard,Draw: 48,225,3.0,"$112,500",R16,Mardy Fish (USA),25,"W 6-3, 7-6(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2003&r=4&p=F324,ATP Masters Series Madrid,R16,92,Roger Federer,Roger Federer,Switzerland,4.0,5.0,35.0,70.0,29.0,35.0,21.0,35.0,2.0,3.0,11.0,11.0,49.0,20.0,34.0,2.0,7.0,10.0,50.0,70.0,31.0,83.0,81.0,153.0,Mardy Fish,United States,11.0,5.0,49.0,83.0,38.0,49.0,14.0,34.0,5.0,7.0,10.0,6.0,35.0,14.0,35.0,1.0,3.0,11.0,52.0,83.0,20.0,70.0,72.0,153.0,True
2003,"ATP Masters Series Madrid, Spain",2003-10-13,SU,Indoor: Hard,Draw: 48,225,3.0,"$112,500",Q,Feliciano Lopez (ESP),35,"W 4-6, 7-6(3), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2003&r=5&p=F324,ATP Masters Series Madrid,Q,136,Roger Federer,Roger Federer,Switzerland,10.0,4.0,52.0,98.0,42.0,52.0,25.0,46.0,7.0,8.0,16.0,12.0,63.0,30.0,53.0,1.0,12.0,16.0,67.0,98.0,42.0,116.0,109.0,214.0,Feliciano Lopez,Spain,14.0,6.0,63.0,116.0,51.0,63.0,23.0,53.0,11.0,12.0,16.0,10.0,52.0,21.0,46.0,1.0,8.0,16.0,74.0,116.0,31.0,98.0,105.0,214.0,True
2003,"ATP Masters Series Madrid, Spain",2003-10-13,SU,Indoor: Hard,Draw: 48,225,3.0,"$112,500",S,Juan Carlos Ferrero (ESP),1,"L 4-6, 6-4, 4-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2003&r=6&p=F324,ATP Masters Series Madrid,S,112,Juan Carlos Ferrero,Roger Federer,Switzerland,13.0,6.0,54.0,86.0,43.0,54.0,17.0,32.0,2.0,4.0,15.0,12.0,52.0,13.0,33.0,1.0,2.0,15.0,60.0,86.0,25.0,85.0,85.0,171.0,Juan Carlos Ferrero,Spain,5.0,3.0,52.0,85.0,40.0,52.0,20.0,33.0,1.0,2.0,15.0,11.0,54.0,15.0,32.0,2.0,4.0,15.0,60.0,85.0,26.0,86.0,86.0,171.0,False
2003,"Vienna, Austria",2003-10-06,CS,Indoor: Hard,Draw: 32,250,3.0,"$128,000",R32,David Ferrer (ESP),75,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2003&r=3&p=F324,Vienna,R32,56,Roger Federer,Roger Federer,Switzerland,1.0,0.0,31.0,47.0,21.0,31.0,13.0,16.0,1.0,1.0,8.0,17.0,32.0,12.0,25.0,4.0,6.0,8.0,34.0,47.0,29.0,57.0,63.0,104.0,David Ferrer,Spain,0.0,3.0,32.0,57.0,15.0,32.0,13.0,25.0,2.0,6.0,8.0,10.0,31.0,3.0,16.0,0.0,1.0,8.0,28.0,57.0,13.0,47.0,41.0,104.0,True
2003,"Vienna, Austria",2003-10-06,CS,Indoor: Hard,Draw: 32,250,3.0,"$128,000",R16,Karol Beck (SVK),70,"W 6-3, 4-6, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2003&r=4&p=F324,Vienna,R16,116,Roger Federer,Roger Federer,Switzerland,2.0,7.0,42.0,83.0,34.0,42.0,19.0,41.0,0.0,4.0,15.0,18.0,50.0,26.0,50.0,5.0,14.0,14.0,53.0,83.0,44.0,100.0,97.0,183.0,Karol Beck,Slovakia,6.0,11.0,50.0,100.0,32.0,50.0,24.0,50.0,9.0,14.0,14.0,8.0,42.0,22.0,41.0,4.0,4.0,15.0,56.0,100.0,30.0,83.0,86.0,183.0,True
2003,"Vienna, Austria",2003-10-06,CS,Indoor: Hard,Draw: 32,250,3.0,"$128,000",Q,Jarkko Nieminen (FIN),30,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2003&r=5&p=F324,Vienna,Q,60,Roger Federer,Roger Federer,Switzerland,6.0,0.0,40.0,61.0,30.0,40.0,11.0,21.0,2.0,2.0,9.0,9.0,26.0,9.0,21.0,3.0,4.0,9.0,41.0,61.0,18.0,47.0,59.0,108.0,Jarkko Nieminen,Finland,2.0,1.0,26.0,47.0,17.0,26.0,12.0,21.0,1.0,4.0,9.0,10.0,40.0,10.0,21.0,0.0,2.0,9.0,29.0,47.0,20.0,61.0,49.0,108.0,True
2003,"Vienna, Austria",2003-10-06,CS,Indoor: Hard,Draw: 32,250,3.0,"$128,000",S,Max Mirnyi (BLR),28,"W 6-2, 7-6(2)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2003&r=6&p=F324,Vienna,S,74,Roger Federer,Roger Federer,Switzerland,4.0,0.0,37.0,57.0,31.0,37.0,17.0,20.0,0.0,0.0,10.0,15.0,41.0,11.0,25.0,2.0,2.0,10.0,48.0,57.0,26.0,66.0,74.0,123.0,Max Mirnyi,Belarus,4.0,3.0,41.0,66.0,26.0,41.0,14.0,25.0,0.0,2.0,10.0,6.0,37.0,3.0,20.0,0.0,0.0,10.0,40.0,66.0,9.0,57.0,49.0,123.0,True
2003,"Vienna, Austria",2003-10-06,CS,Indoor: Hard,Draw: 32,250,3.0,"$128,000",W,Carlos Moya (ESP),7,"W 6-3, 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=337&y=2003&r=7&p=F324,Vienna,F,93,Roger Federer,Roger Federer,Switzerland,10.0,2.0,55.0,84.0,46.0,55.0,16.0,29.0,0.0,0.0,14.0,9.0,35.0,24.0,43.0,4.0,7.0,13.0,62.0,84.0,33.0,78.0,95.0,162.0,Carlos Moya,Spain,1.0,7.0,35.0,78.0,26.0,35.0,19.0,43.0,3.0,7.0,13.0,9.0,55.0,13.0,29.0,0.0,0.0,14.0,45.0,78.0,22.0,84.0,67.0,162.0,True
2003,"AUS v. SUI WG SF, Melbourne, Australia",2003-09-19,DC,Outdoor: Hard,Draw: 6,,3.0,$,RR,Mark Philippoussis (AUS),15,"W 6-3, 6-4, 7-6(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=902&y=2003&r=-6&p=F324,AUS v. SUI WG SF,RR,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Mark Philippoussis,Australia,,,,,,,,,,,,,,,,,,,,,,,,,True
2003,"AUS v. SUI WG SF, Melbourne, Australia",2003-09-19,DC,Outdoor: Hard,Draw: 6,,3.0,$,RR,Lleyton Hewitt (AUS),7,"L 7-5, 6-2, 6-7(4), 5-7, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=902&y=2003&r=-4&p=F324,AUS v. SUI WG SF,RR,0,Lleyton Hewitt,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Lleyton Hewitt,Australia,,,,,,,,,,,,,,,,,,,,,,,,,False
2003,"US Open, NY, U.S.A.",2003-08-25,GS,Outdoor: Hard,Draw: 128,150,2.0,"$65,000",R128,Jose Acasuso (ARG),75,"W 5-7, 6-3, 6-3, 2-0 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2003&r=1&p=F324,US Open,R128,126,Roger Federer,Roger Federer,Switzerland,15.0,3.0,55.0,76.0,47.0,55.0,14.0,21.0,2.0,4.0,16.0,27.0,75.0,29.0,54.0,5.0,17.0,16.0,61.0,76.0,56.0,129.0,117.0,205.0,Jose Acasuso,Argentina,9.0,3.0,75.0,129.0,48.0,75.0,25.0,54.0,12.0,17.0,16.0,8.0,55.0,7.0,21.0,2.0,4.0,16.0,73.0,129.0,15.0,76.0,88.0,205.0,True
2003,"US Open, NY, U.S.A.",2003-08-25,GS,Outdoor: Hard,Draw: 128,150,2.0,"$65,000",R64,Jean-Rene Lisnard (MON),94,"W 6-1, 6-2, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2003&r=2&p=F324,US Open,R64,77,Roger Federer,Roger Federer,Switzerland,5.0,2.0,41.0,61.0,34.0,41.0,12.0,20.0,1.0,1.0,11.0,17.0,33.0,25.0,43.0,7.0,14.0,10.0,46.0,61.0,42.0,76.0,88.0,137.0,Jean-Rene Lisnard,Monaco,0.0,8.0,33.0,76.0,16.0,33.0,18.0,43.0,7.0,14.0,10.0,7.0,41.0,8.0,20.0,0.0,1.0,11.0,34.0,76.0,15.0,61.0,49.0,137.0,True
2003,"US Open, NY, U.S.A.",2003-08-25,GS,Outdoor: Hard,Draw: 128,150,2.0,"$65,000",R32,James Blake (USA),35,"W 6-3, 7-6(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2003&r=3&p=F324,US Open,R32,119,Roger Federer,Roger Federer,Switzerland,10.0,3.0,62.0,101.0,47.0,62.0,25.0,39.0,3.0,4.0,16.0,25.0,78.0,27.0,50.0,3.0,23.0,14.0,72.0,101.0,52.0,128.0,124.0,229.0,James Blake,United States,5.0,6.0,78.0,128.0,53.0,78.0,23.0,50.0,20.0,23.0,14.0,15.0,62.0,14.0,39.0,1.0,4.0,16.0,76.0,128.0,29.0,101.0,105.0,229.0,True
2003,"US Open, NY, U.S.A.",2003-08-25,GS,Outdoor: Hard,Draw: 128,150,2.0,"$65,000",R16,David Nalbandian (ARG),13,"L 6-3, 6-7(1), 4-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2003&r=4&p=F324,US Open,R16,172,David Nalbandian,Roger Federer,Switzerland,16.0,4.0,78.0,143.0,52.0,78.0,28.0,65.0,10.0,16.0,21.0,22.0,67.0,17.0,45.0,4.0,9.0,19.0,80.0,143.0,39.0,112.0,119.0,255.0,David Nalbandian,Argentina,3.0,4.0,67.0,112.0,45.0,67.0,28.0,45.0,5.0,9.0,19.0,26.0,78.0,37.0,65.0,6.0,16.0,21.0,73.0,112.0,63.0,143.0,136.0,255.0,False
2003,"ATP Masters Series Cincinnati, Ohio, USA",2003-08-11,SU,Outdoor: Hard,Draw: 64,35,2.0,"$15,000",R64,Scott Draper (AUS),114,"W 4-6, 6-3, 7-6(10)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2003&r=2&p=F324,ATP Masters Series Cincinnati,R64,122,Roger Federer,Roger Federer,Switzerland,14.0,4.0,69.0,108.0,58.0,69.0,22.0,39.0,9.0,10.0,16.0,17.0,65.0,17.0,41.0,1.0,8.0,15.0,80.0,108.0,34.0,106.0,114.0,214.0,Scott Draper,Australia,6.0,1.0,65.0,106.0,48.0,65.0,24.0,41.0,7.0,8.0,15.0,11.0,69.0,17.0,39.0,1.0,10.0,16.0,72.0,106.0,28.0,108.0,100.0,214.0,True
2003,"ATP Masters Series Cincinnati, Ohio, USA",2003-08-11,SU,Outdoor: Hard,Draw: 64,35,2.0,"$15,000",R32,David Nalbandian (ARG),14,"L 6-7(4), 6-7(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2003&r=3&p=F324,ATP Masters Series Cincinnati,R32,126,David Nalbandian,Roger Federer,Switzerland,14.0,6.0,43.0,90.0,35.0,43.0,18.0,47.0,5.0,8.0,12.0,15.0,48.0,23.0,46.0,3.0,6.0,12.0,53.0,90.0,38.0,94.0,91.0,184.0,David Nalbandian,Argentina,3.0,6.0,48.0,94.0,33.0,48.0,23.0,46.0,3.0,6.0,12.0,8.0,43.0,29.0,47.0,3.0,8.0,12.0,56.0,94.0,37.0,90.0,93.0,184.0,False
2003,"ATP Masters Series Canada, Montreal, Canada",2003-08-04,SU,Outdoor: Hard,Draw: 64,225,3.0,"$100,000",R64,Gaston Gaudio (ARG),28,"W 6-4, 3-6, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2003&r=2&p=F324,ATP Masters Series Canada,R64,125,Roger Federer,Roger Federer,Switzerland,11.0,5.0,51.0,92.0,38.0,51.0,22.0,41.0,7.0,10.0,15.0,22.0,58.0,15.0,35.0,4.0,7.0,16.0,60.0,92.0,37.0,93.0,97.0,185.0,Gaston Gaudio,Argentina,0.0,1.0,58.0,93.0,36.0,58.0,20.0,35.0,3.0,7.0,16.0,13.0,51.0,19.0,41.0,3.0,10.0,15.0,56.0,93.0,32.0,92.0,88.0,185.0,True
2003,"ATP Masters Series Canada, Montreal, Canada",2003-08-04,SU,Outdoor: Hard,Draw: 64,225,3.0,"$100,000",R32,Greg Rusedski (GBR),60,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2003&r=3&p=F324,ATP Masters Series Canada,R32,65,Roger Federer,Roger Federer,Switzerland,1.0,1.0,27.0,52.0,21.0,27.0,16.0,25.0,0.0,1.0,10.0,11.0,33.0,15.0,26.0,3.0,4.0,9.0,37.0,52.0,26.0,59.0,63.0,111.0,Greg Rusedski,Great Britain,1.0,3.0,33.0,59.0,22.0,33.0,11.0,26.0,1.0,4.0,9.0,6.0,27.0,9.0,25.0,1.0,1.0,10.0,33.0,59.0,15.0,52.0,48.0,111.0,True
2003,"ATP Masters Series Canada, Montreal, Canada",2003-08-04,SU,Outdoor: Hard,Draw: 64,225,3.0,"$100,000",R16,Tommy Robredo (ESP),15,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2003&r=4&p=F324,ATP Masters Series Canada,R16,67,Roger Federer,Roger Federer,Switzerland,4.0,1.0,29.0,56.0,24.0,29.0,20.0,27.0,6.0,6.0,10.0,12.0,40.0,6.0,13.0,2.0,2.0,9.0,44.0,56.0,18.0,53.0,62.0,109.0,Tommy Robredo,Spain,3.0,0.0,40.0,53.0,28.0,40.0,7.0,13.0,0.0,2.0,9.0,5.0,29.0,7.0,27.0,0.0,6.0,10.0,35.0,53.0,12.0,56.0,47.0,109.0,True
2003,"ATP Masters Series Canada, Montreal, Canada",2003-08-04,SU,Outdoor: Hard,Draw: 64,225,3.0,"$100,000",Q,Max Mirnyi (BLR),32,"W 6-2, 7-6(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2003&r=5&p=F324,ATP Masters Series Canada,Q,76,Roger Federer,Roger Federer,Switzerland,8.0,0.0,37.0,57.0,31.0,37.0,12.0,20.0,0.0,0.0,10.0,11.0,40.0,14.0,22.0,2.0,6.0,10.0,43.0,57.0,25.0,62.0,68.0,119.0,Max Mirnyi,Belarus,3.0,4.0,40.0,62.0,29.0,40.0,8.0,22.0,4.0,6.0,10.0,6.0,37.0,8.0,20.0,0.0,0.0,10.0,37.0,62.0,14.0,57.0,51.0,119.0,True
2003,"ATP Masters Series Canada, Montreal, Canada",2003-08-04,SU,Outdoor: Hard,Draw: 64,225,3.0,"$100,000",S,Andy Roddick (USA),7,"L 4-6, 6-3, 6-7(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2003&r=6&p=F324,ATP Masters Series Canada,S,116,Andy Roddick,Roger Federer,Switzerland,9.0,10.0,56.0,100.0,47.0,56.0,19.0,44.0,7.0,9.0,16.0,9.0,41.0,16.0,44.0,2.0,2.0,15.0,66.0,100.0,25.0,85.0,91.0,185.0,Andy Roddick,United States,9.0,2.0,41.0,85.0,32.0,41.0,28.0,44.0,0.0,2.0,15.0,9.0,56.0,25.0,44.0,2.0,9.0,16.0,60.0,85.0,34.0,100.0,94.0,185.0,False
2003,"Gstaad, Switzerland",2003-07-07,WS,Outdoor: Clay,Draw: 32,120,3.0,"$45,000",R32,Marc Lopez (ESP),190,"W 6-3, 6-7(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=314&y=2003&r=3&p=F324,Gstaad,R32,124,Roger Federer,Roger Federer,Switzerland,16.0,3.0,48.0,88.0,40.0,48.0,27.0,40.0,1.0,3.0,16.0,32.0,81.0,12.0,27.0,4.0,10.0,14.0,67.0,88.0,44.0,108.0,111.0,196.0,Marc Lopez,Spain,1.0,2.0,81.0,108.0,49.0,81.0,15.0,27.0,6.0,10.0,14.0,8.0,48.0,13.0,40.0,2.0,3.0,16.0,64.0,108.0,21.0,88.0,85.0,196.0,True
